作者,作者 ID,标题,年份,来源出版物名称,卷,期,论文编号,起始页码,结束页码,页码计数,施引文献,DOI,链接,归属机构,带归属机构的作者,摘要,作者关键字,索引关键字,文献类型,出版阶段,开放获取,来源出版物,EID
"Dari S., Kadrileev N., Hullermeier E.","57211024441;57219548736;6701552637;","A Neural Network-Based Driver Gaze Classification System with Vehicle Signals",2020,"Proceedings of the International Joint Conference on Neural Networks",,,"9207709","","",,2,"10.1109/IJCNN48605.2020.9207709","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85093868851&doi=10.1109%2fIJCNN48605.2020.9207709&partnerID=40&md5=f538277641862acf6ee248b9d085dd55","BMW Goup, Research and Development, Munich, Germany; Technical University Munich, Department of Electrical Engineering, Munich, Germany; Technical University Munich, Department of Computer Science, Munich, Germany","Dari, S., BMW Goup, Research and Development, Munich, Germany; Kadrileev, N., Technical University Munich, Department of Electrical Engineering, Munich, Germany; Hullermeier, E., Technical University Munich, Department of Computer Science, Munich, Germany","Driver monitoring can play an essential part in avoiding accidents by warning the driver and shifting the driver's attention to the traffic scenery in time during critical situations. This may apply for the different levels of automated driving, for take-over requests as well as for driving in manual mode. A great proxy for this purpose has always been the driver's gazing direction. The aim of this work is to introduce a robust gaze detection system. In this regard, we make several contributions that are novel in the area of gaze detection systems. In particular, we propose a deep learning approach to predict gaze regions, which is based on informative features such as eye landmarks and head pose angles of the driver. Moreover, we introduce different post-processing techniques that improve the accuracy by exploiting temporal information from videos and the availability of other vehicle signals. Last but not least, we confirm our method with a leave-one-driver-out cross-validation. Unlike previous studies, we do not use gazes to predict maneuver changes, but we consider the human-computer-interaction aspect and use vehicle signals to improve the performance of the estimation. The proposed system is able to achieve an accuracy of 92.3% outperforming earlier landmark-based gaze estimators. © 2020 IEEE.","Autonomous Driving; Driver distraction; Driver Gaze Estimation; Driver Monitoring; Driver State Recognition; Naturalistic Driving Study","Behavioral research; Deep learning; Human computer interaction; Vehicles; Automated driving; Classification system; Cross validation; Driver monitoring; Gaze detection; Learning approach; Post-processing techniques; Temporal information; Neural networks",Conference Paper,"Final","",Scopus,2-s2.0-85093868851
"Riad Saboundji R., Adrian Rill R.","57222514796;57191287116;","Predicting Human Errors from Gaze and Cursor Movements",2020,"Proceedings of the International Joint Conference on Neural Networks",,,"9207189","","",,,"10.1109/IJCNN48605.2020.9207189","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85093849077&doi=10.1109%2fIJCNN48605.2020.9207189&partnerID=40&md5=f3db94bf08711a83fd24202293b7e95e","Eotvos Lorand University, Faculty of Informatics, Budapest, Hungary; Babes-Bolyai University, Faculty of Mathematics and Computer Science, Cluj-Napoca, Romania","Riad Saboundji, R., Eotvos Lorand University, Faculty of Informatics, Budapest, Hungary; Adrian Rill, R., Babes-Bolyai University, Faculty of Mathematics and Computer Science, Cluj-Napoca, Romania","Intelligent interfaces are increasingly integrated into diverse technological areas. In complex high-risk environments, where humans represent a crucial part of the system and their attention is often divided between simultaneous activities, imminent human errors may have serious consequences. Enhancing interfaces with predictive capabilities promotes the safe and reliable operation of such systems. In this work, we employ a data-driven approach to predict human errors in a special divided attention task involving timing constraints and requiring focused concentration and frequent shifts of attention. We performed a longitudinal study with 10 subjects, and constructed time series from the experimental data using gaze movement and mouse cursor motion features in order to classify successful and failed actions. We evaluate classical machine learning algorithms, compare them with a more traditional temporal modeling approach and a deep learning based LSTM model. Employing a leave-one- subject-out cross-validation procedure we achieve a classification accuracy of up to 86%, with LSTM presenting the highest performance. Furthermore, we investigate the trade-off between evaluation metrics and anticipation window, i.e. the time remaining until the correct action can still be performed. We conclude that prediction is feasible and accuracy and F1-score increases, despite the training dataset becoming greatly imbalanced. Investigating the anticipation window allows to understand how far in advance human errors need to be predicted in order to initiate preventive measures. Our efforts have implications for the design of predictive interfaces involving decision making under time pressure in dynamic divided attention environments. © 2020 IEEE.","anticipation window; gaze tracking; human error; LSTM; predictive interface; time series","Decision making; Deep learning; Economic and social effects; Errors; Forecasting; Learning algorithms; Long short-term memory; Mammals; Classification accuracy; Data-driven approach; Evaluation metrics; High risk environment; Intelligent interface; Longitudinal study; Predictive capabilities; Preventive measures; Time and motion study",Conference Paper,"Final","",Scopus,2-s2.0-85093849077
"Cazzato D., Carcagnì P., Cimarelli C., Voos H., Distante C., Leo M.","55866556300;23003296600;57211170210;6603280387;55884135100;7006471658;","Ocular biometrics recognition by analyzing human exploration during video observations",2020,"Applied Sciences (Switzerland)","10","13","4548","","",,,"10.3390/app10134548","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087826465&doi=10.3390%2fapp10134548&partnerID=40&md5=c4f51f18ba320ac3ed14a1d8523cd481","Interdisciplinary Centre for Security, Reliability and Trust (SnT), University of Luxembourg, 29, Avenue J. F. Kennedy, Luxembourg, 1855, Luxembourg; Institute of Applied Sciences and Intelligent Systems, National Research Council of Italy, Via Monteroni snc, Lecce, 73100, Italy","Cazzato, D., Interdisciplinary Centre for Security, Reliability and Trust (SnT), University of Luxembourg, 29, Avenue J. F. Kennedy, Luxembourg, 1855, Luxembourg; Carcagnì, P., Institute of Applied Sciences and Intelligent Systems, National Research Council of Italy, Via Monteroni snc, Lecce, 73100, Italy; Cimarelli, C., Interdisciplinary Centre for Security, Reliability and Trust (SnT), University of Luxembourg, 29, Avenue J. F. Kennedy, Luxembourg, 1855, Luxembourg; Voos, H., Interdisciplinary Centre for Security, Reliability and Trust (SnT), University of Luxembourg, 29, Avenue J. F. Kennedy, Luxembourg, 1855, Luxembourg; Distante, C., Institute of Applied Sciences and Intelligent Systems, National Research Council of Italy, Via Monteroni snc, Lecce, 73100, Italy; Leo, M., Institute of Applied Sciences and Intelligent Systems, National Research Council of Italy, Via Monteroni snc, Lecce, 73100, Italy","Soft biometrics provide information about the individual but without the distinctiveness and permanence able to discriminate between any two individuals. Since the gaze represents one of the most investigated human traits, works evaluating the feasibility of considering it as a possible additional soft biometric trait have been recently appeared in the literature. Unfortunately, there is a lack of systematic studies on clinically approved stimuli to provide evidence of the correlation between exploratory paths and individual identities in ""natural"" scenarios (without calibration, imposed constraints, wearable tools). To overcome these drawbacks, this paper analyzes gaze patterns by using a computer vision based pipeline in order to prove the correlation between visual exploration and user identity. This correlation is robustly computed in a free exploration scenario, not biased by wearable devices nor constrained to a prior personalized calibration. Provided stimuli have been designed by clinical experts and then they allow better analysis of human exploration behaviors. In addition, the paper introduces a novel public dataset that provides, for the first time, images framing the faces of the involved subjects instead of only their gaze tracks. © 2020 by the authors.","Gaze estimation; Human attention recognition; Public gaze dataset; Soft biometrics",,Article,"Final","",Scopus,2-s2.0-85087826465
"Kim H., Ohmura Y., Kuniyoshi Y.","57217147980;7006439860;7005371269;","Using Human Gaze to Improve Robustness against Irrelevant Objects in Robot Manipulation Tasks",2020,"IEEE Robotics and Automation Letters","5","3","9103290","4415","4422",,1,"10.1109/LRA.2020.2998410","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086446787&doi=10.1109%2fLRA.2020.2998410&partnerID=40&md5=69b51097c9866b61f4d0f71c21f95757","Graduate School of Information Science and Technology, Laboratory for Intelligent Systems and Informatics, University of Tokyo, Tokyo, Japan","Kim, H., Graduate School of Information Science and Technology, Laboratory for Intelligent Systems and Informatics, University of Tokyo, Tokyo, Japan; Ohmura, Y., Graduate School of Information Science and Technology, Laboratory for Intelligent Systems and Informatics, University of Tokyo, Tokyo, Japan; Kuniyoshi, Y., Graduate School of Information Science and Technology, Laboratory for Intelligent Systems and Informatics, University of Tokyo, Tokyo, Japan","Deep imitation learning enables the learning of complex visuomotor skills from raw pixel inputs. However, this approach suffers from the problem of overfitting to the training images. The neural network can easily be distracted by task-irrelevant objects. In this letter, we use the human gaze measured by a head-mounted eye tracking device to discard task-irrelevant visual distractions. We propose a mixture density network-based behavior cloning method that learns to imitate the human gaze. The model predicts gaze positions from raw pixel images and crops images around the predicted gazes. Only these cropped images are used to compute the output action. This cropping procedure can remove visual distractions because the gaze is rarely fixated on task-irrelevant objects. This robustness against irrelevant objects can improve the manipulation performance of robots in scenarios where task-irrelevant objects are present. We evaluated our model on four manipulation tasks designed to test the robustness of the model to irrelevant objects. The results indicate that the proposed model can predict the locations of task-relevant objects from gaze positions, is robust to task-irrelevant objects, and exhibits impressive manipulation performance especially in multi-object handling. © 2016 IEEE.","computer vision for automation; Deep learning in grasping and manipulation; learning from demonstration; telerobotics and teleoperation; visual servoing","Agricultural robots; Clone cells; Deep learning; Pixels; Head-mounted eye tracking; Imitation learning; Manipulation task; Mixture density; Robot manipulation; Task relevant; Training image; Visual distractions; Eye tracking",Article,"Final","",Scopus,2-s2.0-85086446787
"Cha X., Yang X., Zhang Y., Feng Z., Xu T., Fan X.","57214798390;55683790100;57219185145;7403443516;56683649700;57197729874;","Eye Tracking in Driving Environment Based on Multichannel Convolutional Neural Network",2020,"PervasiveHealth: Pervasive Computing Technologies for Healthcare",,,,"141","144",,,"10.1145/3408127.3408179","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091591611&doi=10.1145%2f3408127.3408179&partnerID=40&md5=0cb1e0445980a08f9b7f5b983c4561a9","School of Information Science and Engineering, University of Jinan, Jinan, China; Shandong Provincial Key Laboratory of Network Based Intelligent Computing, Jinan, China","Cha, X., School of Information Science and Engineering, University of Jinan, Jinan, China; Yang, X., School of Information Science and Engineering, University of Jinan, Jinan, China; Zhang, Y., School of Information Science and Engineering, University of Jinan, Jinan, China; Feng, Z., Shandong Provincial Key Laboratory of Network Based Intelligent Computing, Jinan, China; Xu, T., School of Information Science and Engineering, University of Jinan, Jinan, China; Fan, X., School of Information Science and Engineering, University of Jinan, Jinan, China","Gaze is the most important way for human to obtain information from the outside world, and it is the most direct and significant cue to analysis human behavior and intention. In driving environment, eye tracking is usually applied to model driver's fixations and gaze allocations, which is important in advanced driver assistance system (ADAS). In this paper, we have proposed a new eye tracking method in driving environment, which is based on multichannel convolutional neural network. Firstly, we establish the dataset for driver's eye tracking, which includes the left eye region image, the right eye region image and the face region image. After that, the multi-channel convolutional neural network is training using the dataset. Finally, the driver's gaze zone will be estimated using the pre-trained network. Experimental results show that the accuracy of the proposed method is 94.60% for seven gaze zone estimation, and it can be used in ADAS to analysis the driver's behavior and detect driver distraction. © 2020 ACM.","advanced driver assistance system; Deep learning; driver distraction; eye tracking; gaze zone estimation","Advanced driver assistance systems; Automobile drivers; Behavioral research; Convolution; Convolutional neural networks; Digital signal processing; Driver distractions; Driver's behavior; Driving environment; Eye tracking methods; Face regions; Human behaviors; Model drivers; Multichannel; Eye tracking",Conference Paper,"Final","",Scopus,2-s2.0-85091591611
"Song H., Yang M., Li T., Chen S.","57219178937;57210466465;57210468511;24491760700;","Fixation Points Estimation Based on Binocular Stereo Vision",2020,"PervasiveHealth: Pervasive Computing Technologies for Healthcare",,,,"71","74",,,"10.1145/3408127.3408198","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091575432&doi=10.1145%2f3408127.3408198&partnerID=40&md5=2e058f149a077d566bccdde7ae813d58","School of Computer Science and Engineering, Tianjin University of Technology, Tianjin, China","Song, H., School of Computer Science and Engineering, Tianjin University of Technology, Tianjin, China; Yang, M., School of Computer Science and Engineering, Tianjin University of Technology, Tianjin, China; Li, T., School of Computer Science and Engineering, Tianjin University of Technology, Tianjin, China; Chen, S., School of Computer Science and Engineering, Tianjin University of Technology, Tianjin, China","This paper proposes a method of fixation points estimation combining the two-dimension mapping model with three-dimension stereo vision. The purpose of our study is to design an easy-to-use non-contact gaze tracking system under natural light. The method of two-dimension mapping is easy to achieve, however, it needs the user to keep the head being fixed. It could achieve higher estimation accuracy though it is still not easy for users to use the algorithm. To solve this problem, we have introduced the binocular cameras to calculate the pose of head and then add the related result into the result of 2D mapping to compensate the movement of head. The average error angles of gaze estimation in the case head fixed and head moving are 5.1°and 8.5°, respectively. This proposed method is easy to achieve and the experiment device is easy to mounted. © 2020 ACM.","binocular cameras; estimation of fixation points; Gaze estimation; Iris center location; Stereo imaging","Digital signal processing; Eye tracking; Mapping; Stereo image processing; Average errors; Binocular camera; Binocular stereo vision; Fixation point; Gaze estimation; Gaze tracking system; Three dimensions; Two-dimension; Stereo vision",Conference Paper,"Final","",Scopus,2-s2.0-85091575432
"John B., Liu A., Xia L., Koppal S., Jain E.","57205639875;57210118926;23011050500;14039289000;36715118000;","Let It Snow: Adding pixel noise to protect the user's identity",2020,"Eye Tracking Research and Applications Symposium (ETRA)",,,"3390512","","",,1,"10.1145/3379157.3390512","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086309897&doi=10.1145%2f3379157.3390512&partnerID=40&md5=63f421a4f6c8bfe191fb53ba866ab847","University of Florida, United States; Rensselaer Polytechnic Institute","John, B., University of Florida, United States; Liu, A., Rensselaer Polytechnic Institute; Xia, L., Rensselaer Polytechnic Institute; Koppal, S., University of Florida, United States; Jain, E., University of Florida, United States","Optical eye trackers record images of the eye to estimate the gaze direction. These images contain the iris of the user. While useful for authentication, these images can be used for a spoofing attack if stolen. We propose to use pixel noise to break the iris signature while retaining gaze estimation. In this paper, we present an algorithm to add ""snow"" to the eye image and evaluate the privacy-utility tradeoff for the choice of noise parameter. © 2020 ACM.","Eye Tracking; Iris Recognition; Privacy","Pixels; Snow; Eye images; Eye trackers; Gaze direction; Gaze estimation; Noise parameters; Pixel noise; Spoofing attacks; Eye tracking",Conference Paper,"Final","",Scopus,2-s2.0-85086309897
"Saad A., Elkafrawy D.H., Abdennadher S., Schneegass S.","57205427603;57217114539;55970641400;55317907700;","Are They Actually Looking? Identifying Smartphones Shoulder Surfing Through Gaze Estimation",2020,"Eye Tracking Research and Applications Symposium (ETRA)",,,"3391422","","",,,"10.1145/3379157.3391422","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086304946&doi=10.1145%2f3379157.3391422&partnerID=40&md5=0ea245fc3e7630a48cb0d55077d500e5","University of Duisburg, Essen, Germany; German University, Cairo, Egypt","Saad, A., University of Duisburg, Essen, Germany; Elkafrawy, D.H., German University, Cairo, Egypt; Abdennadher, S., German University, Cairo, Egypt; Schneegass, S., University of Duisburg, Essen, Germany","Mobile devices have evolved to be a crucial part of our everyday lives. However, they are subject to different types of user-centered attacks such as shoulder surfing attacks. Previous work focused on notifying the user with a potential shoulder surfer if an extra face is detected. Although it is a successful approach, it eliminated the possibility that the alleged attacker is just standing and not looking at the user's device. In this work, we investigate estimating the gaze of potential attackers in order to verify if they are indeed looking at the user's phone. © 2020 Owner/Author.","Gaze Estimation; Shoulder Surfing; Usable Security","Gaze estimation; Shoulder surfing; User-centered; Eye tracking",Conference Paper,"Final","",Scopus,2-s2.0-85086304946
"Kim J.-H., Jeong J.-W.","57205720618;57205722835;","Gaze Estimation in the Dark with Generative Adversarial Networks",2020,"Eye Tracking Research and Applications Symposium (ETRA)",,,"3391654","","",,,"10.1145/3379157.3391654","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086303847&doi=10.1145%2f3379157.3391654&partnerID=40&md5=5647fe5a5546555b6c69055260bf2e2b","Kumoh National Institute of Technology, South Korea","Kim, J.-H., Kumoh National Institute of Technology, South Korea; Jeong, J.-W., Kumoh National Institute of Technology, South Korea","In this paper, we propose to utilize generative adversarial networks (GANs) to achieve successful gaze estimation in interactive multimedia environments with low light conditions such as a digital museum or exhibition hall. The proposed approach utilizes a GAN to enhance user images captured under low-light conditions, thereby recovering missing information for gaze estimation. The recovered images are fed into the CNN architecture to estimate the direction of user gaze. The preliminary experimental results on the modified MPIIGaze dataset demonstrated an average performance improvement of 6.6 under various low light conditions, which is a promising step for further research. © 2020 ACM.","deep learning; GAN; Gaze estimation; low-light environment","Exhibition buildings; Image enhancement; Interactive computer systems; Multimedia systems; Adversarial networks; Digital museums; Exhibition halls; Gaze estimation; Interactive multimedia; Low light conditions; Missing information; User images; Eye tracking",Conference Paper,"Final","",Scopus,2-s2.0-85086303847
"Nair N., Chaudhary A.K., Kothari R.S., Diaz G.J., Pelz J.B., Bailey R.","57215969974;57210103548;56533410500;55436582600;7007018556;16641965200;","RIT-Eyes: Realistically rendered eye images for eye-tracking applications",2020,"Eye Tracking Research and Applications Symposium (ETRA)",,,"3391990","","",,1,"10.1145/3379157.3391990","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086303721&doi=10.1145%2f3379157.3391990&partnerID=40&md5=3dedebcff3d7d8764fa8501b66aa21bd","Rochester Institute of Technology, Rochester, NY, United States","Nair, N., Rochester Institute of Technology, Rochester, NY, United States; Chaudhary, A.K., Rochester Institute of Technology, Rochester, NY, United States; Kothari, R.S., Rochester Institute of Technology, Rochester, NY, United States; Diaz, G.J., Rochester Institute of Technology, Rochester, NY, United States; Pelz, J.B., Rochester Institute of Technology, Rochester, NY, United States; Bailey, R., Rochester Institute of Technology, Rochester, NY, United States","Convolutional neural network-based solutions for video oculography require large quantities of accurately labeled eye images acquired under a wide range of image quality, surrounding environmental reflections, feature occlusion, and varying gaze orientations. Manually annotating such a dataset is challenging, time-consuming, and error-prone. To alleviate these limitations, this work introduces an improved eye image rendering pipeline designed in Blender. RIT-Eyes provides access to realistic eye imagery with error-free annotations in 2D and 3D which can be used for developing gaze estimation algorithms. Furthermore, RIT-Eyes is capable of generating novel temporal sequences with realistic blinks and mimicking eye and head movements derived from publicly available datasets. © 2020 Owner/Author.","computer graphics; Datasets; eyetracking; rendering; segmentation","Convolutional neural networks; Eye movements; Image enhancement; Rendering (computer graphics); Error prones; Eye images; Gaze estimation; Head movements; Temporal sequences; Video oculography; Eye tracking",Conference Paper,"Final","",Scopus,2-s2.0-85086303721
"Li Y., Zhan Y., Yang Z.","57205654781;14030938900;57203791621;","Evaluation of appearance-based eye tracking calibration data selection",2020,"Proceedings of 2020 IEEE International Conference on Artificial Intelligence and Computer Applications, ICAICA 2020",,,"9181854","222","224",,1,"10.1109/ICAICA50127.2020.9181854","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092146609&doi=10.1109%2fICAICA50127.2020.9181854&partnerID=40&md5=37d95106606ab91f001382339f7866c9","School of Computers, Guangdong University of Technology, Guangzhou, China","Li, Y., School of Computers, Guangdong University of Technology, Guangzhou, China; Zhan, Y., School of Computers, Guangdong University of Technology, Guangzhou, China; Yang, Z., School of Computers, Guangdong University of Technology, Guangzhou, China","Eye tracking is a valuable topic in computer vision. Appearance-based eye tracking is a promising research direction in recent years. Convolutional neural networks (CNN) had been used in gaze estimation, which cover the significant variability in eye appearance caused by unconstrained head motion. With computation capability of consumer devices rapidly evolving, accurate and efficient appearance-based eye tracking has the potential for multipurpose applications. Person-independent networks have limit in improving gaze estimation accuracy. Person-specific network with calibration is more effective than person-independent approaches. Unlike classical eye tracking methods, appearance-based eye tracking has not a clear way to calibration. Our goal is to analyze the impact of calibration data selection and calibration target distribution on person-specific gaze estimation accuracy. We trained person-independent network and use SVR to calibration. We choose two kind of typical distribution targets to evaluation. Use different distribution targets to calibration achieves different accuracy. © 2020 IEEE.","calibration; eye tracking; gaze; human computer interaction","Calibration; Convolutional neural networks; Data reduction; Appearance based; Calibration data; Calibration targets; Consumer devices; Different distributions; Eye tracking methods; Gaze estimation; Person-independent; Eye tracking",Conference Paper,"Final","",Scopus,2-s2.0-85092146609
"Mahanama B., Jayawardana Y., Jayarathna S.","57206891362;57206898577;36052654200;","Gaze-Net: Appearance-based gaze estimation using capsule networks",2020,"PervasiveHealth: Pervasive Computing Technologies for Healthcare",,,,"","",,,"10.1145/3396339.3396393","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117542848&doi=10.1145%2f3396339.3396393&partnerID=40&md5=b2c2c782cf2a196a741cf99897d3df9a","Department of Computer Science, Old Dominion University, Norfolk, VA  23529, United States","Mahanama, B., Department of Computer Science, Old Dominion University, Norfolk, VA  23529, United States; Jayawardana, Y., Department of Computer Science, Old Dominion University, Norfolk, VA  23529, United States; Jayarathna, S., Department of Computer Science, Old Dominion University, Norfolk, VA  23529, United States","Recent studies on appearance based gaze estimation indicate the ability of Neural Networks to decode gaze information from facial images encompassing pose information. In this paper, we propose Gaze-Net: A capsule network capable of decoding, representing, and estimating gaze information from ocular region images. We evaluate our proposed system using two publicly available datasets, MPIIGaze (200,000+ images in the wild) and Columbia Gaze (5000+ images of users with 21 gaze directions observed at 5 camera angles/positions). Our model achieves a Mean Absolute Error (MAE) of 2.84° for Combined angle error estimate within dataset for MPIIGaze dataset. Further, model achieves a MAE of 10.04° for across dataset gaze estimation error for Columbia gaze dataset. Through transfer learning, the error is reduced to 5.9°. The results show this approach is promising with implications towards using commodity webcams to develop low-cost multi-user gaze tracking systems. © 2020 Association for Computing Machinery.","Capsule networks; Deep learning; Gaze estimation; Gaze tracking; Transfer learning","Decoding; Errors; Transfer learning; Appearance based; Camera angles; Facial images; Gaze direction; Gaze estimation; Gaze tracking system; Mean absolute error; Pose information; Eye tracking",Conference Paper,"Final","",Scopus,2-s2.0-85117542848
"Zhou X., Lin J., Zhang Z., Shao Z., Chen S., Liu H.","55743240400;57210574380;57191632915;55921729700;57192606393;54958434200;","Improved itracker combined with bidirectional long short-term memory for 3D gaze estimation using appearance cues",2020,"Neurocomputing","390",,,"217","225",,2,"10.1016/j.neucom.2019.04.099","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074493405&doi=10.1016%2fj.neucom.2019.04.099&partnerID=40&md5=0eb3cdfe3754fcc13e8cbf14b40f297b","Zhejiang University of Technology, Hangzhou, 210023, China; Quzhou University, Quzhou, 324000, China; Tianjin University of Technology, Tianjin, 300384, China; University of Portsmouth, Portsmouth, United Kingdom","Zhou, X., Zhejiang University of Technology, Hangzhou, 210023, China, Quzhou University, Quzhou, 324000, China; Lin, J., Zhejiang University of Technology, Hangzhou, 210023, China; Zhang, Z., Zhejiang University of Technology, Hangzhou, 210023, China; Shao, Z., Zhejiang University of Technology, Hangzhou, 210023, China; Chen, S., Zhejiang University of Technology, Hangzhou, 210023, China, Tianjin University of Technology, Tianjin, 300384, China; Liu, H., University of Portsmouth, Portsmouth, United Kingdom","Gaze is an important non-verbal cue for speculating human's attention, which has been widely employed in many human–computer interaction-based applications. In this paper, we propose an improved Itracker to predict the subject's gaze for a single image frame, as well as employ a many-to-one bidirectional Long Short-Term Memory (bi-LSTM) to fit the temporal information between frames to estimate gaze for video sequence. For single image frame gaze estimation, we improve the conventional Itracker by removing the face-grid and reducing one network branch via concatenating the two-eye region images. Experimental results show that our improved Itracker obtains 11.6% significant improvement over the state-of-the-art methods on MPIIGaze dataset and has robust estimation accuracy for different image resolutions under the premise of greatly reducing network complexity. For video sequence gaze estimation, by employing the bi-LSTM to fit the temporal information between frames, experimental results on EyeDiap dataset further demonstrate 3% accuracy improvement. © 2019","CNN; Gaze estimation; LSTM; RNN","Brain; Human computer interaction; Image enhancement; Image resolution; Video recording; Accuracy Improvement; Computer interaction; Gaze estimation; LSTM; Network complexity; Robust estimation; State-of-the-art methods; Temporal information; Long short-term memory; article; gaze; human; human experiment; short term memory; videorecording",Article,"Final","",Scopus,2-s2.0-85074493405
"Li J., Zhong Y., Han J., Ouyang G., Li X., Liu H.","56272795400;57205359088;57051695600;7005498402;57192497946;54958434200;","Classifying ASD children with LSTM based on raw videos",2020,"Neurocomputing","390",,,"226","238",,9,"10.1016/j.neucom.2019.05.106","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074363799&doi=10.1016%2fj.neucom.2019.05.106&partnerID=40&md5=db9933d6d92b05cf6e69f760315ab3fa","School of Information Engineering, Nanchang University, Nanchang, 330031, China; State Key Laboratory of Cognitive Neuroscience and Learning & IDG/McGovern Institute for Brain Research, Beijing Normal University, Beijing, 100875, China; State Key Laboratory of Mechanical System and Vibration, School of Mechanical Engineering, Shanghai Jiao Tong University, Shanghai, 200240, China","Li, J., School of Information Engineering, Nanchang University, Nanchang, 330031, China; Zhong, Y., School of Information Engineering, Nanchang University, Nanchang, 330031, China; Han, J., State Key Laboratory of Cognitive Neuroscience and Learning & IDG/McGovern Institute for Brain Research, Beijing Normal University, Beijing, 100875, China; Ouyang, G., State Key Laboratory of Cognitive Neuroscience and Learning & IDG/McGovern Institute for Brain Research, Beijing Normal University, Beijing, 100875, China; Li, X., State Key Laboratory of Cognitive Neuroscience and Learning & IDG/McGovern Institute for Brain Research, Beijing Normal University, Beijing, 100875, China; Liu, H., State Key Laboratory of Mechanical System and Vibration, School of Mechanical Engineering, Shanghai Jiao Tong University, Shanghai, 200240, China","Autism spectrum disorder (ASD) is a serious neurodevelopmental disorder that impairs a child's ability to communicate and interact with others. Usually, recognizing a child with ASD needs the diagnosis by professional doctors. However, it is not only expensive and time-consuming, but also the results are influenced by subjective factors, such as the experience of a doctor. Recently, some methods which identify ASD based on biomarkers have been developed, but there are rarely works specific to raw video data. This paper is the first attempt to help diagnose the children with ASD in raw video data using a deep learning technique. Firstly, in order to investigate different gaze patterns between ASD children and typically developing (TD) children, we track the eye movement in each video by the tracking-learning-detection method. Secondly, we divide these tracking trajectories into two components: (i) the length; and (ii) the angle. Afterwards, we calculate an accumulative histogram for each component. Finally, we adopt three-layer Long Short-Term Memory (LSTM) network for classification. Experimental results on our extended dataset (Ext-Dataset) containing 272 videos captured from 136 ASD children and 136 TD children show the LSTM network outperforms the traditional machine learning methods, e.g., Support Vector Machine, with the improvement of accuracy by 6.2% (from 86.4% to 92.6%). Especially, for ASD, we obtain the sensitivity (the true positive rate, TPR) of 91.9% and the specificity (the true negative rate, TNR) of 93.4%, which demonstrates the effectiveness of our method. © 2019","Accumulative histogram; Autism spectrum disorder; Deep learning; Long Short-Term Memory (LSTM); Tracking-learning-detection (TLD)","Brain; Deep learning; Diseases; Eye movements; Graphic methods; Support vector machines; Video recording; Accumulative histogram; Autism spectrum disorders; Detection methods; Learning techniques; Machine learning methods; Tracking trajectory; True negative rates; True positive rates; Long short-term memory; Article; autism; child; deep learning; eye tracking; feature extraction; gaze; human; long short term memory; major clinical study; memory; priority journal; sensitivity and specificity; support vector machine",Article,"Final","",Scopus,2-s2.0-85074363799
